"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"MSTRG.3349" 13.2448097580379 2.72797923130723 0.472689670766292 3.65563146007812 0.000256549697948282 0.00218294950088538
"MSTRG.3359" 7.66617354959429 2.74684499867438 0.651272671309697 2.68220221057566 0.00731392356652962 0.0385253556361524
"MSTRG.3918" 22.4368820950179 2.74929655592703 0.504366568555304 3.46830393802206 0.00052375455281533 0.00394324108349971
"MSTRG.2168" 32.757744023246 2.7771109677409 0.41456129959682 4.28672664204117 1.81325195380559e-05 0.000239216175190131
"MSTRG.1032" 32.8780715239062 2.78279759450514 0.631685616876197 2.82228619249146 0.00476826045918974 0.0263721482319802
"MSTRG.3954" 125.137675047759 2.79138035064569 0.255744703372997 7.0045648141264 2.47754710476026e-12 1.37027412947894e-10
"MSTRG.5682" 17.7708280627093 2.80174095831634 0.367028404627206 4.90899596761831 9.15438602722965e-07 1.61774483301191e-05
"MSTRG.662" 58.2105911765682 2.80411023825254 0.364264432329208 4.95274882237763 7.31724003497352e-07 1.3844988381963e-05
"MSTRG.677" 23.3698681345271 2.8094938142642 0.405309603402073 4.46447308199888 8.02660384912413e-06 0.00011427976569347
"MSTRG.819" 19.2320687508461 2.82585578830067 0.575807618159481 3.17094760596753 0.00151942545644754 0.0099315173016889
"MSTRG.687" 266.769398109263 2.82725210789562 0.672516313608169 2.71703759584967 0.00658691250102162 0.0350814080609966
"MSTRG.4965" 22.798736401567 2.8311928391569 0.457374630546586 4.00370444020589 6.2358263763375e-05 0.000669187935012935
"MSTRG.451" 57.7226042687182 2.84268004925134 0.380037208530818 4.84868325492374 1.24283685151027e-06 2.10258752055502e-05
"MSTRG.804" 3.0879289847169 2.85693054549604 0.700050776954411 2.65256550899732 0.00798826251762727 0.0416200054360435
"MSTRG.2216" 6.83793478828489 2.86124588955913 0.491820313600024 3.78440222595768 0.000154078464801863 0.0014481361593796
"MSTRG.5738" 11.1998115005639 2.90487473339443 0.394944712681208 4.82314276462286 1.41313748194929e-06 2.33573758510699e-05
"MSTRG.2942" 12.9177673154697 2.92208066108183 0.498722985488898 3.85400456166586 0.000116201428500745 0.00116040037627827
"MSTRG.4831" 123.157541961783 2.93968049262352 0.46816645534682 4.14314282980098 3.42578435603355e-05 0.000397280476127116
"MSTRG.2266" 54.3371872642239 2.95532688409501 0.462569121665258 4.22710205353914 2.36720320588534e-05 0.000296003322614184
"MSTRG.4744" 21.7220978500738 2.96322104979144 0.517307155867479 3.79507808373401 0.000147596996530509 0.00141822028397002
"MSTRG.1269" 19.4362118826979 2.97912389039787 0.469186619185785 4.21820190403638 2.46258262948443e-05 0.000305275329413674
"MSTRG.3581" 4.33326167921932 2.97940412370362 0.726599979504667 2.72420063244842 0.00644573366498944 0.0347152247575087
"MSTRG.5364" 34.2565231666614 2.98878249364253 0.433523792382191 4.58748176821916 4.48624592545345e-06 6.58287922530823e-05
"MSTRG.111" 7.06360086317033 2.99827396687464 0.670273713405126 2.9812805230314 0.00287045718621029 0.0173433505620605
"MSTRG.5472" 272.706869510656 2.99917739778162 0.284511866707651 7.02669249235875 2.11486749886424e-12 1.21647178534671e-10
"MSTRG.1617" 3.03219614981366 3.0041794545115 0.775500533580114 2.58436889173908 0.0097557387807387 0.0497473488180931
"MSTRG.1859" 3.94852954823567 3.00947124511142 0.604927714092361 3.32183697043281 0.000894269281563921 0.00639780709894984
"MSTRG.1697" 10.7383146425936 3.03327529409563 0.579232619926149 3.51029141686611 0.000447615834798931 0.0034420939595768
"MSTRG.2050" 6.49173562121958 3.03339090147062 0.747623363822361 2.71980652273163 0.00653201232474972 0.0350486332947392
"MSTRG.1555" 10.0787661393386 3.03491362454788 0.558402029286129 3.64417304705957 0.00026825289813102 0.00226910392654357
"MSTRG.4060" 3.33687628809331 3.03562325515721 0.760496041384338 2.67670460381588 0.00743501540950504 0.0390202633535338
"MSTRG.2967" 20.2556573904646 3.04577430304954 0.723496094760919 2.82762314525771 0.00468949751640337 0.0261375869325118
"MSTRG.1636" 4.72270104280749 3.06305634932163 0.69586200018771 2.96474925885465 0.00302929724844593 0.0181711224165993
"MSTRG.953" 6.77634333556471 3.07018838534311 0.493146378574897 4.19791866124126 2.69379343947968e-05 0.000331083330424939
"MSTRG.1017" 31.6162200536355 3.08047224386582 0.486726439638347 4.27441797781045 1.91637235383431e-05 0.000248265175208445
"MSTRG.3298" 20.1688719347938 3.08954715047214 0.471864632959536 4.42827668046765 9.49890008485894e-06 0.000132615711864341
"MSTRG.3697" 86.5401454429326 3.09637211344727 0.336629619174968 6.22753315226742 4.73836496915056e-10 2.00404965459956e-08
"MSTRG.3912" 18.8793702317223 3.10915372219537 0.671038450485366 3.14311902793321 0.0016715785239083 0.0108276122404511
"MSTRG.581" 7.79933475635319 3.10992785979858 0.582563432676689 3.62179934656068 0.000292561011331633 0.00245544947467908
"MSTRG.1047" 6.47240259660924 3.11883269578699 0.600526453479261 3.5282920236255 0.000418250467629004 0.00332289598038955
"MSTRG.4888" 4.66876705218732 3.1210989638054 0.559813830582969 3.78893633548955 0.000151293676265155 0.00144079673158473
"MSTRG.1349" 5.22886155817314 3.1421107065305 0.693258163342283 3.0899177532986 0.00200211928550412 0.0126540908700916
"MSTRG.833" 23.9850115230378 3.15336573392247 0.490701484371788 4.38834159362545 1.14218280441542e-05 0.000156424654547559
"MSTRG.3464" 23.0619484142363 3.16639597995346 0.510676722038949 4.24220624606467 2.21333144557882e-05 0.000281661116702862
"MSTRG.5101" 54.0832430922363 3.18530932068982 0.526072489990575 4.15400797849926 3.26701775504381e-05 0.000383746039312449
"MSTRG.5767" 3.80019866385794 3.18759584269381 0.692430810981687 3.15929881801818 0.00158149246440685 0.0102904351303939
"MSTRG.5105" 111.2037683596 3.19529781226983 0.339859539604196 6.45942678209504 1.05100321250896e-10 4.72294568621215e-09
"MSTRG.1655" 7.22715107660954 3.25414321188453 0.705048512683572 3.19714625495026 0.0013879453367822 0.00932647380510658
"MSTRG.219" 24.0211867809604 3.27382103335546 0.705166903666864 3.22451468089555 0.00126186386416159 0.00864076303173508
"MSTRG.1482" 4.46877735626548 3.33287006869099 0.645996396632019 3.61127411987698 0.000304696397088119 0.00251812309777422
"MSTRG.4858" 12.0292823216138 3.33909510806624 0.459105310367145 5.0948988287582 3.48927540881115e-07 7.06701132094427e-06
"MSTRG.5381" 34.8644091735122 3.34416986565967 0.590643580043892 3.96883999904896 7.2223353596842e-05 0.000763655753472491
"MSTRG.2344" 9.68466389489498 3.37252107411292 0.496366412213551 4.77977763147316 1.75489183623065e-06 2.83543197808952e-05
"MSTRG.4672" 4.95111101717097 3.38228882681305 0.696838958938186 3.41870786105743 0.000629192399327784 0.00468797238462878
"MSTRG.3604" 36.9257412912634 3.40122362564974 0.332188768317668 7.22849131176366 4.88389069080977e-13 3.51151740669222e-11
"MSTRG.3969" 8.78911267426827 3.40189430463394 0.494580652981362 4.85642592397252 1.19523465194817e-06 2.04612789226365e-05
"MSTRG.2237" 7.9468658408245 3.41057788682939 0.749017675950522 3.2183190920966 0.00128944282244854 0.00878776672360665
"MSTRG.4162" 31.8511663154106 3.43748207569872 0.425342159352379 5.73063831577383 1.00053402975844e-08 2.99743319748466e-07
"MSTRG.4109" 16.2334463686733 3.44321039224991 0.389011796325684 6.28055605338106 3.37364217412842e-10 1.47009013527172e-08
"MSTRG.5690" 3.21062071898209 3.46371624507585 0.800095246054219 3.0792786949129 0.00207502470396966 0.0129734153230799
"MSTRG.2367" 4.69042616573327 3.47037666844744 0.743330590920217 3.32338894513839 0.000889308245394845 0.00639412628438894
"MSTRG.5099" 4.85696807747244 3.47962708433923 0.684829218282298 3.62079627758681 0.000293697711853131 0.00245544947467908
"MSTRG.1781" 7.79487517042661 3.48366190952812 0.559618793402216 4.43813170467102 9.07430907378814e-06 0.000127929965177523
"MSTRG.1444" 26.5875112507672 3.49375448651072 0.555422219302903 4.48983565987074 7.12781446165075e-06 0.000102497971958538
"MSTRG.155" 8.94407146207088 3.50260805589035 0.772746728431701 3.23858770773371 0.00120123080576232 0.00830466297445296
"MSTRG.2451" 8.26161442925202 3.51884186355398 0.478559549634897 5.26338230106505 1.41429061441169e-07 3.22817445003812e-06
"MSTRG.964" 15.6589141054358 3.55781142380176 0.356071010686086 7.18343068387767 6.79835108640005e-13 4.44364948283785e-11
"MSTRG.4535" 8.35852443370295 3.55959459623759 0.501218924681454 5.10673973027719 3.27764708290668e-07 6.73322357888545e-06
"MSTRG.2523" 2.09366114054341 3.60639633392921 0.994475171774588 2.6208762248717 0.00877040980945791 0.0452037609534067
"MSTRG.4440" 8.02924100823471 3.61001755587201 0.865432115740449 3.01585474862915 0.00256255983667833 0.0157476967741172
"MSTRG.5376" 32.5552526600053 3.61306089614344 0.338764828015494 7.71349526292595 1.22417901319491e-14 1.25740672926735e-12
"MSTRG.1156" 28.1178859139044 3.63521139712692 0.665897142486626 3.95738505092 7.57747315117928e-05 0.000795358130758818
"MSTRG.251" 10.0433226064394 3.64755166882003 0.709483544156379 3.73166043191056 0.000190221804556676 0.00171175319377253
"MSTRG.2908" 12.1761414338023 3.65285973810076 0.457960883576049 5.79276491342568 6.92369914991817e-09 2.31541380874008e-07
"MSTRG.130" 38.5971690224021 3.65895213804596 0.652616530370212 4.07429480301029 4.61539867813745e-05 0.000510534099935511
"MSTRG.741" 7.69705843596698 3.68033227531048 0.911072827301134 2.94195172437577 0.00326150767569235 0.0192296827142981
"MSTRG.2153" 3.21503505244154 3.6844680369382 0.928199546527564 2.89212384016015 0.00382647085838491 0.0218351789458631
"MSTRG.1411" 4.66894154838637 3.70382681375756 0.705996768076758 3.82980055436116 0.000128247159881319 0.00125455384972338
"MSTRG.49" 4.69852598267082 3.70739474948775 0.616903865507551 4.3886817717705 1.14039796051042e-05 0.000156424654547559
"MSTRG.4654" 3.63993864381513 3.7087190855605 0.65953585071012 4.10700810675269 4.00817167069499e-05 0.00045029303612964
"MSTRG.971" 45.9400059787049 3.74665106319592 0.73377929823616 3.74315692715542 0.000181722658026234 0.00165390621671977
"MSTRG.3318" 4.99472625920488 3.76572796787804 0.688938845507364 4.0144752845824 5.95781859709825e-05 0.000649041147168734
"MSTRG.1075" 4.05307724975224 3.76743246605151 0.975470954367139 2.83702190584132 0.00455364876354805 0.025479170902654
"MSTRG.1838" 4.41461658878878 3.79349819643522 0.70662285472526 3.95330858286681 7.70779289149728e-05 0.000803174360722688
"MSTRG.509" 13.9202021271648 3.82090047188633 0.609685042850935 4.6268159354797 3.71330246773387e-06 5.73079110125671e-05
"MSTRG.461" 20.2315804251622 3.8239447642986 0.804473104845698 3.51030351081811 0.000447595474736107 0.0034420939595768
"MSTRG.5033" 5.56408247541263 3.85717357674325 0.779272815351306 3.66646124496875 0.000245930170283496 0.00210504514802183
"MSTRG.1508" 8.49713226829048 3.89466268059226 0.574045365774976 5.04256780591616 4.59325911527704e-07 9.04809124351833e-06
"MSTRG.2755" 4.09192759336283 3.90043093384167 0.785909597946516 3.69054016062425 0.000223778353586099 0.0019621541003464
"MSTRG.5517" 72.4769663732572 3.91038418774133 0.492950231433313 5.90401221494314 3.54765877821173e-09 1.2442764202606e-07
"MSTRG.4140" 1.33003034415461 3.91530516437693 1.081395942638 2.69587211254484 0.00702046146902553 0.0371155279134511
"MSTRG.3610" 4.48752638887473 3.92394863997226 0.788760816650177 3.70701558476257 0.000209716041877345 0.00185013293386271
"MSTRG.4343" 1.17398300667665 3.95775611135991 1.03778562149814 2.85006464734992 0.00437103437937683 0.0245529196779058
"MSTRG.651" 3.27604628192753 3.95858065238668 0.740959791522681 3.99290310518303 6.52692443252159e-05 0.000695238321034522
"MSTRG.5663" 22.0745611543478 3.97561895256639 0.554089322488018 5.37028748217891 7.86112233746409e-08 1.98320945987252e-06
"MSTRG.4102" 1.51915710688118 3.9762666824063 1.01049028340062 2.94536892763603 0.00322569785937088 0.0191675765362617
"MSTRG.4959" 20.1693591975762 3.98751005374995 0.517359472743742 5.77453436371064 7.71661808070135e-09 2.46588817778857e-07
"MSTRG.5384" 5.13415170671282 4.01393427953228 0.848707346521027 3.5512055974145 0.000383470735990997 0.0030814232443208
"MSTRG.3828" 32.8130989298198 4.01576106500536 0.502978205388503 5.99580863086498 2.02475350746132e-09 7.46562959930609e-08
"MSTRG.3739" 5.28232924074374 4.01599324113772 0.528029196281467 5.7117925720343 1.11792299862348e-08 3.28076177963382e-07
"MSTRG.1275" 1.67327460350065 4.01757113694112 1.06970419013203 2.82093981193873 0.00478831858612183 0.0263816173442268
"MSTRG.1345" 4.53033714303878 4.02106054268288 0.858300435960246 3.51981708980841 0.000431844497061643 0.00339340102062646
"MSTRG.1836" 4.76194382125858 4.03404785295898 0.861432208203202 3.52209706587066 0.000428147348118148 0.00338283454172471
"MSTRG.2059" 44.3347149652806 4.03459857767411 0.932820037874113 3.25314471651996 0.00114135353584013 0.00796731254630149
"MSTRG.5171" 55.5756472917954 4.03823865524112 0.495908493276542 6.12661145439761 8.9770330801149e-10 3.5858259914459e-08
"MSTRG.5153" 5.21165886377867 4.04524202627245 0.635770546945904 4.78984445080241 1.6691064983996e-06 2.72747175533934e-05
"MSTRG.3276" 2.37372924851412 4.05972658151797 0.82014432773465 3.730717238476 0.000190935424645151 0.00171175319377253
"MSTRG.1289" 10.1537166144574 4.1030894643547 0.657489075167255 4.71960612207179 2.36301744506114e-06 3.77557676221991e-05
"MSTRG.1745" 1.31504287155261 4.13059766611304 1.20147984094831 2.60561813808054 0.0091708641273277 0.0470989379110615
"MSTRG.3795" 48.0000730479356 4.13091175933902 0.627341467085479 4.99076168818347 6.01416609293003e-07 1.16869876238289e-05
"MSTRG.5265" 13.542420372083 4.15797532796371 0.52234165988898 6.04580405980814 1.48666686143137e-09 5.64807526938709e-08
"MSTRG.2918" 3.40159374680643 4.19144930252764 0.822827752739703 3.8786359501139 0.000105043816892594 0.00106375358233486
"MSTRG.2781" 5.77480752724292 4.20653495840274 0.648040020945053 4.94805082211831 7.49603391907462e-07 1.39147686623984e-05
"MSTRG.1792" 1.63780771855125 4.21217176419186 1.13996834002098 2.81777278492905 0.00483580174781827 0.0265415378372621
"MSTRG.2060" 3.12423940942434 4.21319566884103 1.09579108153069 2.93230682654632 0.00336454160554596 0.0196675236942077
"MSTRG.2623" 3.56388977995147 4.21488891403541 0.700704314976228 4.58808208444453 4.47336755385182e-06 6.58287922530823e-05
"MSTRG.5360" 8.84507819809427 4.25800355014327 0.883635256325851 3.68704567503341 0.000226872648068668 0.00197722950256209
"MSTRG.5077" 20.8358299698618 4.27283036264005 0.90553247366127 3.6142606232632 0.000301205957684936 0.00250366570607479
"MSTRG.1043" 2.83238085028232 4.27767783696471 0.890381206602717 3.68120734429112 0.00023213213056607 0.0020108795406868
"MSTRG.2111" 58.7957668020588 4.30092346527619 0.799960941860009 4.12635579132293 3.68556932336254e-05 0.000423760368890791
"MSTRG.4947" 12.132580193805 4.30284250696937 0.601146044256288 5.49424310203272 3.92389661072908e-08 1.02117717502175e-06
"MSTRG.2779" 1.52022076268564 4.30593224375815 1.13846221085162 2.90385768824524 0.00368595662376263 0.0212016224998826
"MSTRG.4128" 7.72019195748464 4.31079546628792 0.602852803645286 5.4918803500099 3.97676785822099e-08 1.02117717502175e-06
"MSTRG.5598" 31.9058279831333 4.33877289865645 0.512716108820837 6.51193290246933 7.41898603452176e-11 3.67879376470424e-09
"MSTRG.2472" 16.2018646193861 4.35732685099245 0.63671971795608 5.2728488788909 1.34322165045087e-07 3.11540763443282e-06
"MSTRG.1611" 2.30120972214664 4.37634129754023 1.15492339498991 2.92343311442723 0.00346194593893342 0.0201064295970804
"MSTRG.152" 11.4116386776344 4.38373564696528 1.09531154769774 3.08929058045415 0.00200635098635667 0.0126540908700916
"MSTRG.1913" 9.43478129958334 4.39856688783339 0.523854392735833 6.48761742759157 8.72043685269026e-11 4.04515748198987e-09
"MSTRG.2238" 2.91386866193314 4.41004554679817 0.830990898510018 4.10358952536357 4.06788936204667e-05 0.000453459294776985
"MSTRG.2688" 1.62534292315083 4.41777566228871 1.14202412029243 2.99273509338273 0.00276489626687976 0.0169188120500983
"MSTRG.4906" 5.77977051350726 4.42856074983323 0.587843047516753 5.83244245945686 5.46218440085141e-09 1.87014789724389e-07
"MSTRG.29" 4.56308383980473 4.43189760730779 1.09335569863142 3.13886652953249 0.00169602679393382 0.0109367108954118
"MSTRG.4541" 8.63844969948731 4.4454203662069 0.740975051423577 4.649846657573 3.32181911779525e-06 5.19214770803214e-05
"MSTRG.2752" 4.62210087659254 4.46653464103872 0.656833973534635 5.27764211461869 1.30856713074986e-07 3.11540763443282e-06
"MSTRG.294" 6.21487740839278 4.46662361944022 0.657149430508183 5.27524404420382 1.32579536156526e-07 3.11540763443282e-06
"MSTRG.1756" 17.7908632812692 4.46904637830383 0.750421407854777 4.62279772670767 3.78598855785388e-06 5.73079110125671e-05
"MSTRG.4762" 56.981873803155 4.48012921779865 0.420158345520097 8.28289918528393 1.20212184780154e-16 1.72865121713861e-14
"MSTRG.3111" 2.93902064782461 4.50393707937475 0.82590168833932 4.24255953080842 2.20984895748787e-05 0.000281661116702862
"MSTRG.1499" 3.80970352449831 4.50563635774675 0.766680132086643 4.57248885295306 4.81964871862685e-06 7.00066147210648e-05
"MSTRG.711" 23.6952426205082 4.50893424354422 0.468347170025529 7.49216493259253 6.77467128293542e-14 6.49465153657409e-12
"MSTRG.800" 3.34179838181532 4.51446132672881 0.719649612300517 4.88357287582503 1.04180620250246e-06 1.8049606255404e-05
"MSTRG.3517" 2.3343183462352 4.53733198816786 1.33574399171885 2.64821104200961 0.00809189925683777 0.0420077658170856
"MSTRG.2793" 22.8525730551155 4.53868859340429 0.716094023978598 4.94165357468484 7.74627642335067e-07 1.4100184173137e-05
"MSTRG.4834" 3.12076509272414 4.55105352683567 0.885015485192958 4.01241965394701 6.00995373521432e-05 0.000649798005356255
"MSTRG.4591" 1.996200204133 4.56215334064829 1.09814549026243 3.24378998250681 0.00117950679650271 0.00819386847039078
"MSTRG.4793" 8.60446305551317 4.57477645290489 1.00402803333424 3.56043490243351 0.000370241090568451 0.00300794739117194
"MSTRG.5046" 2.29221568131085 4.59925869031044 0.931020854622547 3.86592703314862 0.000110668024117243 0.00111287145930486
"MSTRG.4364" 2.13294413024397 4.60028160430057 1.21450578147771 2.96440054811435 0.00303273253128221 0.0181711224165993
"MSTRG.5299" 2.54904076875495 4.61839999833482 1.28121610621642 2.82419178215016 0.00474000130961051 0.026317072908185
"MSTRG.1685" 116.016890797644 4.63254314089157 0.393240903109153 9.23744989946601 2.52441708949218e-20 4.53763971836219e-18
"MSTRG.4617" 42.504924687728 4.63368263697672 0.705089165030889 5.15350797770029 2.55658192868606e-07 5.57024971734933e-06
"MSTRG.428" 2.75415297213764 4.64257684120067 1.24620908770766 2.92292591759301 0.00346759008350204 0.0201064295970804
"MSTRG.5312" 3.6118988672018 4.6489966483656 0.753059180561466 4.84556425651033 1.26252340621778e-06 2.11105657923391e-05
"MSTRG.172" 1.24408520697484 4.65729790474276 1.22447147521131 2.98683797767655 0.0028187906915217 0.0171755127729161
"MSTRG.5764" 3.18746651150526 4.67053681134014 1.145616119703 3.20398495465629 0.00135539559434875 0.00915051110175356
"MSTRG.2014" 3.54698622228867 4.695987771816 1.04091699181429 3.55070365925527 0.000384202751415367 0.0030814232443208
"MSTRG.479" 2.92175972364215 4.70467974968176 0.754903282213955 4.90748925983842 9.22497053595109e-07 1.61774483301191e-05
"MSTRG.2991" 4.31643471016612 4.71467996742138 1.16289960690662 3.19432558525206 0.00140157948144456 0.00933088562183921
"MSTRG.2957" 2.49298315936524 4.7210217249538 0.861426752509513 4.31960316314033 1.56310025719065e-05 0.000210068987835529
"MSTRG.1213" 6.10026815223716 4.72256060868874 0.726963281728991 5.12069963125936 3.04404176320877e-07 6.43725302278561e-06
"MSTRG.5285" 14.3872382210533 4.72871877955354 0.460982465039616 8.08863473631932 6.03372170719287e-16 7.23040984578612e-14
"MSTRG.3337" 1014.67432164861 4.76988474066882 0.306849298217495 12.2857857670469 1.0799060706429e-34 3.10580985916899e-32
"MSTRG.4423" 5.31354092337641 4.79486881244873 0.67763336788479 5.60017996795861 2.14129382549236e-08 6.03760886481962e-07
"MSTRG.230" 3.28924348820231 4.81688722549455 0.720666113311112 5.29633231671988 1.181517337831e-07 2.87969818949319e-06
"MSTRG.2657" 33.7874055861034 4.82976033221037 0.77420280006041 4.94671464881235 7.54764920491706e-07 1.39147686623984e-05
"MSTRG.632" 5.12205399014633 4.8457927790741 1.34025957120685 2.86943877267828 0.00411200934995321 0.0231885076283636
"MSTRG.5297" 156.502739826568 4.84686355224156 0.333202133460802 11.5451348173739 7.81188876045115e-31 1.87224933958813e-28
"MSTRG.1743" 4.91952862194247 4.85015299294345 0.9773795646073 3.93926078707242 8.17330496336614e-05 0.000845554858800037
"MSTRG.803" 37.5697302304223 4.85311096233324 0.749933968476887 5.13793363722261 2.7777593495453e-07 5.96181782783007e-06
"MSTRG.494" 8.78268092250126 4.86238151998778 1.10596976671201 3.49230298715165 0.000478874712760518 0.00364350178280224
"MSTRG.3641" 1.65516579125253 4.87989576264638 1.21886841498465 3.18319493306032 0.00145659514953953 0.00956430970336916
"MSTRG.117" 8.40306241082908 4.89613332297156 1.22074473128465 3.19160363598003 0.00141485343227297 0.00937584901202087
