"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"PF3D7_1405800" 2719.51170462099 -7.48716506147416 0.841570981412746 -7.70839917814675 1.27405712380466e-14 7.17228824439264e-13
"PF3D7_0818200" 4872.01192476103 -7.48384787292022 0.840564121383761 -7.71368621140564 1.22234793058744e-14 7.11525626188621e-13
"PF3D7_1121100" 1509.98994695126 -7.47322219892036 0.870614294927887 -7.43523536959215 1.0438193430963e-13 3.66672858842868e-12
"PF3D7_0623100" 2235.45796079554 -7.46708808612832 0.848568065509996 -7.62117778052553 2.51371450447737e-14 1.1868516547484e-12
"PF3D7_1346300" 2716.98676389337 -7.46705386400314 0.838490591808872 -7.71273276907233 1.2315178225993e-14 7.11525626188621e-13
"PF3D7_1001800" 620.854032021274 -7.46653357758812 1.01616406226323 -6.36367080644998 1.96988102962262e-10 1.32664840507253e-09
"PF3D7_0219700" 869.587136173649 -7.46205875496675 1.0819746260002 -5.97246793009872 2.33691094760385e-09 1.10933794280308e-08
"PF3D7_1451200" 8507.23043200808 -7.46194735606397 0.839153390604977 -7.70055561761517 1.354758565082e-14 7.34412945589516e-13
"PF3D7_1463500" 321.125803186626 -7.45531426938153 0.944792811741002 -6.8325183989134 8.34367006065221e-12 1.06894054328643e-10
"PF3D7_0401900" 1421.5912166883 -7.45125163652971 0.891231134804991 -7.23858422870438 4.53392601028455e-13 1.05896112293401e-11
"PF3D7_1038800" 662.415578262257 -7.44886962775605 0.825830007850766 -7.80895531338141 5.76639388543626e-15 4.15085828704108e-13
"PF3D7_1200700" 10133.6614044747 -7.44112869709049 0.911388333353455 -7.06738111666445 1.57884902361059e-12 2.81818132629029e-11
"PF3D7_1462800" 17502.4157519796 -7.42585206369677 0.834305947724123 -7.70203314650418 1.33918135901128e-14 7.34412945589516e-13
"PF3D7_0526900" 652.883805060853 -7.42197307930907 0.823475264522666 -7.79862292892503 6.25863675618282e-15 4.36541078181119e-13
"PF3D7_1326300" 651.97051917818 -7.41307030595557 0.871882135427078 -7.35543262715691 1.90309726113191e-13 5.60838931116123e-12
"PF3D7_0911900" 3000.11151687025 -7.41289983301358 0.810316608753474 -7.91406687674669 2.49114372778086e-15 2.27887752264286e-13
"PF3D7_0309500" 2365.47131726648 -7.40897531950457 0.781565657228693 -8.2001751999055 2.40036939391914e-16 7.06588371021412e-14
"PF3D7_0528100" 1705.5188918995 -7.40622298075405 0.818398666983251 -7.82775343998105 4.96664739145182e-15 3.63475811597749e-13
"PF3D7_0211800" 1520.16553741602 -7.40332002341695 0.823803092629734 -7.77287689340465 7.67232996115801e-15 5.0282389342455e-13
"PF3D7_1025100" 201.458347221745 -7.39917470340585 0.89686423692304 -7.13505393565488 9.67492150397571e-13 1.89654376446238e-11
"PF3D7_1410600" 3251.39501582868 -7.39503887430432 0.783242295901328 -8.16482831400867 3.21892700935686e-16 7.06588371021412e-14
"PF3D7_1364800" 1077.25893816171 -7.38992258374718 0.835186023691706 -7.65089740786408 1.99581527518541e-14 1.00103958385467e-12
"PF3D7_0113700" 1082.54082402551 -7.38821050200541 0.830565782069168 -7.69139620234609 1.45537979024818e-14 7.79338129143871e-13
"PF3D7_1462300" 1834.54819553724 -7.38778835858332 0.839645012896664 -7.6077250033872 2.7896259985682e-14 1.28939450102242e-12
"PF3D7_1230900" 1985.05365321891 -7.38715603020251 0.789724184237473 -8.08783136908704 6.07364147224632e-16 9.76356590414531e-14
"PF3D7_0922100" 3829.97804061497 -7.38324083263539 0.81501695427676 -7.83203441246179 4.80038090450943e-15 3.57262246638998e-13
"PF3D7_1407100" 1693.21152379061 -7.35916429998948 0.796241374845603 -7.98647809682407 1.38848421434514e-15 1.56133405943762e-13
"PF3D7_0610800" 2193.44928046681 -7.35716265487013 0.817324168460108 -7.7780186860832 7.36691903698954e-15 4.90123355930623e-13
"PF3D7_0810800" 968.554649054511 -7.34065166632398 0.954770086741313 -6.6410246344908 3.11509963909358e-11 2.89319931112937e-10
"PF3D7_1322100" 2465.84635065221 -7.3384216730695 0.891437700390791 -7.11033611242922 1.15760689823086e-12 2.21002256092684e-11
"PF3D7_0717700" 2094.42790949579 -7.33403370672863 0.787969433001086 -8.03842565644282 9.10000430524577e-16 1.14166054012383e-13
"PF3D7_1237900" 1563.06748368125 -7.33130435637469 0.872925622458301 -7.25297115067456 4.07726953696743e-13 9.70831388219183e-12
"PF3D7_1236400" 409.112181559129 -7.32505689772618 0.811057666041368 -7.79852920766742 6.26328579490105e-15 4.36541078181119e-13
"PF3D7_0102200" 22029.3069440895 -7.32154165954337 1.01560257467664 -6.22442460975062 4.83326483010133e-10 2.87962901885685e-09
"PF3D7_1407900" 3562.50664330263 -7.31981059377174 0.87825930376968 -7.19583677240394 6.20788588641554e-13 1.31685154237926e-11
"PF3D7_0202200" 1485.09205982791 -7.31205019073584 0.926751354038761 -6.81094250710083 9.69613787923878e-12 1.19594779291397e-10
"PF3D7_0907000" 184.545974367548 -7.30798810787257 0.876303637060948 -7.19840457244825 6.09211590033511e-13 1.30490150821324e-11
"PF3D7_1110200" 1972.4536463661 -7.30615676103555 0.832570469386834 -7.57432192578229 3.61008199797304e-14 1.60119899526259e-12
"PF3D7_1404800" 6006.97338750602 -7.30572722731527 0.852790693848359 -7.39422612465391 1.4223418788321e-13 4.55876145251954e-12
"PF3D7_1429800" 1641.15515835904 -7.29559650141427 0.835376879958456 -7.53623502451655 4.83734423512889e-14 1.98511948938794e-12
"PF3D7_1122200" 410.33364647902 -7.28150685699006 0.799892024251106 -7.85294348055425 4.06384834209328e-15 3.1864925125235e-13
"PF3D7_1357800" 1286.24634032967 -7.27983473835373 0.822295959096053 -7.63695196223162 2.22424439015458e-14 1.06564268599529e-12
"PF3D7_1412800" 597.814347063849 -7.27918645762795 0.811273329063202 -7.73991481376405 9.9483446248073e-15 6.08380796458383e-13
"PF3D7_1006800" 3544.47999025584 -7.27630860565499 0.860978165559605 -7.28974189673627 3.10549381775612e-13 8.02130785515713e-12
"PF3D7_1136500.1" 1409.56551352917 -7.27372231450383 0.789842267091516 -7.94300656712883 1.97338492765595e-15 1.96934845848574e-13
"PF3D7_0902300" 1441.19259910868 -7.27247821622681 0.825006527894732 -7.60294373940658 2.89469355976366e-14 1.31037107432188e-12
"PF3D7_1417500" 778.685997094539 -7.25519045333327 0.843853677608829 -7.41264821059757 1.23801974330734e-13 4.14972877317749e-12
"PF3D7_1025000" 1097.72425279441 -7.25463865859336 0.879805890792335 -7.10911204852307 1.16791902954828e-12 2.2158320735795e-11
"PF3D7_0935900" 27734.5212650621 -7.25173109259634 0.773268386596819 -8.08481401924424 6.22591312493894e-16 9.76356590414531e-14
"PF3D7_0917600" 816.930637442109 -7.25056161364906 0.809668160794777 -7.71990540854843 1.16416067584557e-14 6.95051235813131e-13
"PF3D7_1008800" 2222.81998177383 -7.2338204935557 0.840174675381012 -7.41967197562664 1.17410756084381e-13 4.02773929661342e-12
"PF3D7_1117700" 1808.92998731657 -7.23073209201257 0.828316859594888 -7.52216017317321 5.38785193412995e-14 2.17046402227198e-12
"PF3D7_1420000" 709.314720631761 -7.22406443578839 0.761659799286783 -8.1717118871399 3.04043933733965e-16 7.06588371021412e-14
"PF3D7_0517200" 264.452282591203 -7.21991086522457 0.788471683412322 -7.88856593848272 3.05678704997975e-15 2.63183371303158e-13
"PF3D7_1002100" 5777.31621643496 -7.21333893448349 0.884109261924417 -7.02779532131479 2.09822378817503e-12 3.4636468623596e-11
"PF3D7_0603600" 131.443385730441 -7.21008960359887 0.962426728517468 -6.45253235346544 1.09996390070987e-10 8.20024021734645e-10
"PF3D7_0418200" 1198.6464775351 -7.20496865094863 0.829811598753627 -7.47756317249417 7.57133754254457e-14 2.86244445727799e-12
"PF3D7_0804300" 440.555173951018 -7.20487679830943 0.861103770624124 -7.20572480342545 5.7735904338272e-13 1.2550413660859e-11
"PF3D7_1301700" 3628.20455518225 -7.2027088275835 0.810884481244082 -7.64931253594486 2.02056604334066e-14 1.00103958385467e-12
"PF3D7_1315400" 1326.83698664622 -7.19877312048271 0.810578887165271 -7.64734095426646 2.0517777851724e-14 1.00103958385467e-12
"PF3D7_0812500" 1539.38269390975 -7.18061034481791 0.844896934770818 -7.31522401190203 2.5695237440831e-13 7.00793711817943e-12
"PF3D7_0706000" 1113.01779924655 -7.18038646011352 0.844768677098792 -7.31606962670415 2.55339213105397e-13 7.00746552966124e-12
"PF3D7_0415400" 304.871851999085 -7.17887370696312 0.851688746681703 -7.25484953398394 4.02108585924281e-13 9.70142198238196e-12
"PF3D7_1105700" 861.012630534173 -7.17812835733752 0.825702814115037 -7.48226632115703 7.30517145708244e-14 2.8137726200043e-12
"PF3D7_0909800" 277.040126963289 -7.17463890679093 0.836508911536478 -7.38143828671175 1.56588595139257e-13 4.91128943754628e-12
"PF3D7_0202500" 11319.3911602549 -7.17434484297022 0.876340998284466 -7.0455962405698 1.84669019298521e-12 3.142952185038e-11
"PF3D7_1366900" 2445.27133048173 -7.16657720888649 0.833236932345547 -7.40074877805486 1.35418711559126e-13 4.47085385305356e-12
"PF3D7_0925900" 3085.48951184728 -7.16060854194528 0.835660464908749 -7.37214311391169 1.67906621982759e-13 5.05677020147466e-12
"PF3D7_1102800" 33606.3401795148 -7.15629595866965 0.840258975831612 -7.32666491610721 2.35950793836119e-13 6.68425764989935e-12
"PF3D7_1427100" 2678.81472138235 -7.15483417204387 0.846358625597712 -7.27213498615581 3.53849729679662e-13 8.72895597204155e-12
"PF3D7_0935600" 3606.21913940932 -7.15151723825532 1.0148013288178 -6.06179462281705 1.3461103314485e-09 6.91318183086591e-09
"PF3D7_1324400" 448.588505646893 -7.1492124221013 0.865327042087044 -7.10622934800499 1.19256178759948e-12 2.23783709801253e-11
"PF3D7_1217200" 1298.3527232311 -7.14802651925843 0.81277765380209 -7.56421696696334 3.90207964481878e-14 1.67980703141169e-12
"PF3D7_1341400" 39.9493886714713 -7.14430469630016 0.917337411055056 -6.69797679921657 2.11324806116208e-11 2.14797968438951e-10
"PF3D7_1459600" 429.209341133293 -7.1405252061827 0.859150527429739 -7.1472053035373 8.85623760520529e-13 1.76605796001767e-11
"PF3D7_0821100" 1029.95745471564 -7.13972298396619 0.877483749636078 -6.99696488568881 2.61566807445468e-12 4.13143831472321e-11
"PF3D7_0814200" 5778.42100246584 -7.13702286644744 0.803647451860816 -7.63646155069289 2.23272892533743e-14 1.06564268599529e-12
"PF3D7_1230700" 2027.88627391198 -7.13630281787172 0.819365565093556 -7.48909043690537 6.93525428925261e-14 2.69492934372639e-12
"PF3D7_0926100" 3915.17322614113 -7.13002309304471 0.826773868476077 -7.41438902071696 1.22186775546879e-13 4.12709331866418e-12
"PF3D7_0933000" 935.305465272492 -7.12442978302225 0.827801235624089 -7.39843034711705 1.37803641124963e-13 4.51564021029637e-12
"PF3D7_0930400.1" 1200.85623972413 -7.12236236581572 0.849792193045128 -7.20454061113102 5.8239863478355e-13 1.25975980558353e-11
"PF3D7_1229400" 815.504905102663 -7.12207070118051 0.820950904223062 -7.45729211051222 8.8318755893321e-14 3.20502195973201e-12
"PF3D7_1459000" 1382.16762413992 -7.12181773346421 0.831316869130328 -7.36400037192614 1.78479196615418e-13 5.29528481309661e-12
"PF3D7_0831500" 3128.60578494541 -7.11967540456871 0.896249895216985 -6.82809051050112 8.60522919683809e-12 1.09523366386423e-10
"PF3D7_1202700" 563.056206236148 -7.1160035996338 0.837968045155924 -7.29861196377217 2.90751504829596e-13 7.59934439111163e-12
"PF3D7_0728000" 1479.84386419654 -7.11502004762 0.815799568994237 -7.49573826713213 6.59262276939e-14 2.60794653877401e-12
"PF3D7_1227800" 1602.07829257187 -7.09848758393265 0.842975500720684 -7.23447784510804 4.67323619062218e-13 1.07435497973937e-11
"PF3D7_1343400" 402.858643164116 -7.09489467817486 0.882207035052967 -6.90868972475257 4.89150486250539e-12 7.01914962459515e-11
"PF3D7_0501400" 4436.60575569547 -7.09359326613516 0.879782491878595 -6.92624975193987 4.32143268554444e-12 6.37275484099131e-11
"PF3D7_0424600" 2202.08190480169 -7.0935416142108 0.886900536455363 -6.87060314402852 6.39310192237561e-12 8.6375724742004e-11
"PF3D7_0627500" 545.811348530039 -7.09302473419314 0.801206122695992 -7.60481549203671 2.85310642472125e-14 1.30499899072407e-12
"PF3D7_1002000" 402.258884598946 -7.0826589161552 0.955347886507256 -6.36695700284988 1.92815197696566e-10 1.30858042207979e-09
"PF3D7_0814900" 260.415081038422 -7.08233874090924 0.832165890310993 -7.30904596274208 2.6904573654349e-13 7.20353554367357e-12
"PF3D7_1445700" 1304.19359129015 -7.08159169468312 0.811950928464163 -7.49009759270389 6.88224202213548e-14 2.69492934372639e-12
"PF3D7_0831200" 775.449615732207 -7.08104027008351 0.930182392302978 -6.53747084486072 6.25678366378962e-11 5.12565990069034e-10
"PF3D7_0902500" 451.412968428694 -7.07778814383725 0.944935638035262 -6.43195991260776 1.25968967526785e-10 9.11251625057849e-10
"PF3D7_1108400" 799.25883266646 -7.07666725634797 0.803342254441354 -7.5642320850827 3.90162589427137e-14 1.67980703141169e-12
"PF3D7_0933100" 137.797587977025 -7.07428946100972 0.863383185686086 -7.03545026323717 1.98618558246309e-12 3.34150992053465e-11
"PF3D7_1118300" 2213.15788092033 -7.07242508653699 0.863685825826474 -7.03082637801332 2.05313858566228e-12 3.40201189797852e-11
"PF3D7_1252600" 745.824727745394 -7.07038955674327 0.921939580103869 -6.58436809498877 4.56824080189968e-11 4.01986880984799e-10
"PF3D7_1334700" 516.918341547873 -7.07013393800452 0.929508528712221 -6.53047686008253 6.5560616780824e-11 5.33104941267774e-10
"PF3D7_1343700" 1869.17733121343 -7.06646722554512 0.873214814620535 -6.9472793223067 3.72397929245268e-12 5.65812909105872e-11
"PF3D7_0936800" 9398.72970336022 -7.06234866756742 0.856912703101558 -7.07463974524477 1.49837503716335e-12 2.70755752600175e-11
"PF3D7_0705700" 949.418880721202 -7.06045791823925 0.839599999888224 -7.2182681265437 5.26538221222824e-13 1.16769158049971e-11
"PF3D7_1453900" 770.716609020103 -7.06026678711684 0.853443415175789 -7.1009591020965 1.23894040730148e-12 2.31497333125991e-11
"PF3D7_1212700" 5822.71724715242 -7.05313630757034 0.799608995411417 -7.57012032419152 3.72878692276866e-14 1.63731033778772e-12
"PF3D7_1225300" 299.497702632365 -7.05250770782707 0.836297148263233 -7.23726933709689 4.57808430279933e-13 1.06361736368211e-11
"PF3D7_1218400" 1012.06759065102 -7.04646862891298 0.825611920364771 -7.3236207953993 2.4136812484251e-13 6.79389382168887e-12
"PF3D7_0407100" 104.386206783899 -7.04610150698161 0.96564067409104 -6.26123326119503 3.81944695581476e-10 2.342345193154e-09
"PF3D7_1318800" 1440.41097455899 -7.04586354585166 0.816502499284175 -7.40458669894097 1.31559554649492e-13 4.37634851868121e-12
"PF3D7_1321700" 1130.00282635239 -7.043279878452 0.832721251643949 -7.25726630192447 3.94991593922115e-13 9.58236513211053e-12
"PF3D7_1029600" 682.774804545553 -7.0421931366427 0.81926248220866 -7.37516152375668 1.64145918954929e-13 5.04031279811953e-12
"PF3D7_0409100" 995.801264529402 -7.04207814990131 0.833098207539662 -7.2525400909756 4.090271164212e-13 9.70831388219183e-12
"PF3D7_0630900" 804.013336152279 -7.03282254125045 0.82183171635005 -7.34070299457855 2.12474844143145e-13 6.09788915446111e-12
"PF3D7_1442300" 898.399966822523 -7.02944012928045 0.82286949603887 -7.3273345995993 2.34775147647839e-13 6.68425764989935e-12
"PF3D7_1007900" 1384.22058919791 -7.02353799243786 0.819625864531741 -7.34913117447698 1.99499333005585e-13 5.80133490879154e-12
"PF3D7_0935700" 344.297589932917 -7.02349387803617 0.891670892378387 -6.75528822295576 1.4255158723804e-11 1.58869040498029e-10
"PF3D7_0721900" 157.41337656357 -7.01916454639943 0.822368666585336 -7.31930190311407 2.49264244500254e-13 6.88376916729946e-12
"PF3D7_0409200" 873.035690763074 -7.01237867893602 0.848848571662795 -7.08298144056304 1.41085577486855e-12 2.57056751346382e-11
"PF3D7_0507800" 2489.97853148039 -7.0037847684992 0.837068526349531 -7.17239339374256 7.36978007561165e-13 1.50514903776794e-11
"PF3D7_1038000.1" 2193.39807757675 -6.99494587465268 0.831095832206476 -7.21330277729429 5.46107990985546e-13 1.1930150191132e-11
"PF3D7_1338300" 1985.37635184807 -6.99372693255508 0.812235759762741 -7.37929457120416 1.59130404644057e-13 4.95561423256775e-12
