"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"PF3D7_0902200" 493.140362475794 -6.24205601709823 0.823448308447699 -6.36598067337117 1.94045866977456e-10 1.31287427102929e-09
"PF3D7_1028500" 683.007445344274 -6.24167969685055 0.848239345704101 -6.17948191556662 6.43123002708891e-10 3.67702227199836e-09
"PF3D7_1453800" 683.960146181183 -6.23828015388337 0.810457061505508 -6.46336543006081 1.02399600958738e-10 7.72908832430716e-10
"PF3D7_1235900" 334.086747393208 -6.23822975256711 0.79264326906572 -6.60855892808041 3.88079061659645e-11 3.50628633692902e-10
"PF3D7_1311800" 7534.57358968548 -6.23745483476433 0.799854857555084 -6.54800653555279 5.83101683547424e-11 4.88625857339072e-10
"PF3D7_1113600" 356.263355745817 -6.23552808915971 0.783148037663721 -6.68523425632053 2.30555539479087e-11 2.28525818025433e-10
"PF3D7_0513300" 529.962673323847 -6.23547936016263 0.825410042935715 -6.34288303731044 2.2550463830947e-10 1.49575659640013e-09
"PF3D7_1119300" 295.072037065117 -6.23343448270392 0.81064332442329 -6.45590276886213 1.07575663903301e-10 8.03341394896931e-10
"PF3D7_0719700" 1267.8785257825 -6.23338550245355 0.799319302952075 -6.54730279016836 5.85855068347505e-11 4.8906646485055e-10
"PF3D7_0820300" 1017.88170892484 -6.23242678472835 0.801664460316752 -6.52695366171143 6.71208007428518e-11 5.43312536072663e-10
"PF3D7_1006200" 1174.60948222008 -6.23194517530711 0.803130444427814 -6.51444010323202 7.29612877304154e-11 5.8249638986228e-10
"PF3D7_1304800" 30.353649383746 -6.23114976047581 1.15659913495871 -4.52287192888362 6.10061567365007e-06 1.44408643789744e-05
"PF3D7_1445200" 918.327063019053 -6.2304827153824 0.774721833070046 -6.75143321397719 1.46391770300928e-11 1.61915935363067e-10
"PF3D7_0423000" 34.9899402586882 -6.23025370599803 0.863159203800987 -6.05943107941873 1.36603842890911e-09 6.99099620202788e-09
"PF3D7_0909400" 1039.02725302508 -6.22946653035289 0.79259099444764 -6.59793836542053 4.169145091347e-11 3.71332983693807e-10
"PF3D7_0722100" 83.1744892896679 -6.22866025110998 0.808754332646046 -6.46507850412755 1.01246233246832e-10 7.67827651445317e-10
"PF3D7_1302700" 949.430296647482 -6.22822265374111 0.765620824092352 -6.82873622192708 8.56659207878677e-12 1.09348563424281e-10
"PF3D7_1021400" 518.274109406433 -6.22722879808676 0.779261394049864 -6.70792732451503 1.97408197730756e-11 2.03957504996647e-10
"PF3D7_0921800" 246.340193586217 -6.22694962039286 0.81632124369973 -6.40305475415939 1.52298543059543e-10 1.06657560219211e-09
"PF3D7_1407500" 64.4296433278146 -6.2259621005997 0.825407320376154 -6.33137357955357 2.42988217777306e-10 1.60204394033056e-09
"PF3D7_0827000" 911.093451202595 -6.2256495770653 0.813194300618132 -6.42607747384989 1.30938686958459e-10 9.44091583636439e-10
"PF3D7_0220700" 640.478645073418 -6.22327400958007 0.841754131558352 -6.20522527155305 5.46186076245429e-10 3.18923279360861e-09
"PF3D7_0402100" 692.368209628493 -6.2217985539029 0.766316345903272 -6.81415525300829 9.48192631042994e-12 1.17613385392932e-10
"PF3D7_0503300" 635.870994097848 -6.2216768748769 0.794690094657141 -6.57070839309973 5.00764450190913e-11 4.31995422551729e-10
"PF3D7_0707500" 282.521046248954 -6.21982484516443 0.942354261653205 -5.53913221128444 3.0397410391529e-08 1.08252253876078e-07
"PF3D7_0618300" 1434.75778153844 -6.21738135591476 0.846843337851485 -6.16097585316278 7.22980164174716e-10 4.0700075652451e-09
"PF3D7_0519800" 989.836620154566 -6.21580954124737 0.790485756963999 -6.59823342204117 4.1608580908041e-11 3.71332983693807e-10
"PF3D7_1001500" 12677.7869234684 -6.21272194512409 0.831215843445042 -6.27120138076236 3.58272880503366e-10 2.22442054502799e-09
"PF3D7_1138100" 62.5905383816757 -6.21266359489291 0.945322656996818 -5.51416339840298 3.50442907211305e-08 1.23498780542925e-07
"PF3D7_0708800" 2841.89078589713 -6.21238968570853 0.819962961102851 -6.3568599229139 2.05919607280102e-10 1.376245046525e-09
"PF3D7_1366600" 368.170814386484 -6.21166946145418 0.795975959625514 -6.54752118883859 5.84999231349188e-11 4.8906646485055e-10
"PF3D7_0831700" 25035.0611516902 -6.21065947101855 0.812986670243842 -6.40928032615307 1.46208146531587e-10 1.04032164132246e-09
"PF3D7_0405100" 436.144490552912 -6.21059333087313 0.816859099585875 -6.37881531039411 1.78463097709947e-10 1.22810788460084e-09
"PF3D7_1225600" 647.95365819968 -6.20997256258642 0.796375181654868 -6.542108145259 6.06576117524658e-11 4.99714021022659e-10
"PF3D7_1309300" 602.904089346413 -6.20591017466203 0.810219569174972 -6.42530787051107 1.31602889780469e-10 9.47325063977114e-10
"PF3D7_0528500" 38.2433050605809 -6.20388761323141 0.916504962211394 -5.67796992683508 1.36302670027678e-08 5.2316872735274e-08
"PF3D7_1033600" 738.473134783491 -6.20348934695526 0.797266082646384 -6.52666589011688 6.7249827369784e-11 5.43312536072663e-10
"PF3D7_0917900" 6146.77615196778 -6.20304587666252 0.755728574081319 -6.88480766125254 5.78656644426379e-12 7.94025414273823e-11
"PF3D7_1319100" 551.774940290496 -6.20187519748698 0.897780914844361 -5.79414767174993 6.86690181174465e-09 2.88541300051395e-08
"PF3D7_1456800" 3867.19792467161 -6.19812387676374 0.763879468345607 -6.80490063179958 1.01119007738502e-11 1.22939230449772e-10
"PF3D7_1423800" 460.566448405556 -6.19711167720489 0.770801247255681 -6.74247958952896 1.55706121594192e-11 1.70132511070332e-10
"PF3D7_1007600" 82.2300598515153 -6.19679052413663 0.816402495203878 -6.36547604235195 1.94684962319183e-10 1.31517179929774e-09
"PF3D7_0714200" 776.168216761255 -6.19604797396872 0.840130937380253 -6.18480732321483 6.21783676336713e-10 3.5736284329771e-09
"PF3D7_1136600" 1166.66553791016 -6.19502598155298 0.749150331788493 -6.93455740605569 4.07494910178098e-12 6.10686058222535e-11
"PF3D7_1248200" 318.661980806633 -6.19442413654454 0.797071542263705 -6.51688570111565 7.17820798636892e-11 5.76225068887494e-10
"PF3D7_0607000" 2951.40218814759 -6.19325979751013 0.712943513792076 -7.28425141269285 3.23461309323989e-13 8.30595677919084e-12
"PF3D7_1030100" 958.324354191102 -6.19224046286571 0.771587951900456 -6.72929178077105 1.70490867142801e-11 1.83037994529105e-10
"PF3D7_1304900" 153.599045249735 -6.19031578169817 0.804992906817536 -6.44765405724828 1.13594683154964e-10 8.43983508855242e-10
"PF3D7_0627800" 851.961506787887 -6.18894374671664 0.823020008559372 -6.30476014282989 2.88640541212182e-10 1.83950742592553e-09
"PF3D7_0529900" 395.754057970135 -6.18557717040787 0.800348632306512 -6.47914791265855 9.22420449121907e-11 7.05635573535591e-10
"PF3D7_1033400" 1569.87177583097 -6.1833165549457 0.869468296867202 -5.96147849625088 2.49965816709128e-09 1.17516049375779e-08
"PF3D7_1107700" 700.084158580046 -6.18310633843582 0.80196108084551 -6.46303974373826 1.02620325508337e-10 7.72908832430716e-10
"PF3D7_0310800" 115.374789999313 -6.18272322176103 0.788375679366156 -6.57392580391098 4.90056583291458e-11 4.2359024748677e-10
"PF3D7_1202600" 1021.57921234842 -6.18084803409133 0.747340286285055 -6.93238157927328 4.13813923494554e-12 6.18046577572988e-11
"PF3D7_1004300" 1312.11263660578 -6.17980829251745 0.787566842238911 -6.57697609233038 4.8011193530438e-11 4.16634685359986e-10
"PF3D7_1204600" 106.676001457614 -6.17954385449907 0.836278852081721 -6.19356072631253 5.88200115459721e-10 3.40934890429671e-09
"PF3D7_0308200" 679.267565594813 -6.17675542598855 0.831209860987937 -6.22797643405687 4.72498116424109e-10 2.82884964721989e-09
"PF3D7_0804600" 244.398322142131 -6.1759596919521 0.797866063058352 -6.48725385324925 8.74149869153494e-11 6.74585602012828e-10
"PF3D7_1001400" 951.236924274396 -6.1752251328792 0.831498873653116 -6.22397130875513 4.84725760135834e-10 2.8840525918109e-09
"PF3D7_1454500" 192.081787927251 -6.17437675640875 0.812067922557176 -6.37185217230943 1.86758858734295e-10 1.279341885651e-09
"PF3D7_1251600" 426.091542419115 -6.17411689457007 0.819469312348135 -6.31398493708567 2.71940418875696e-10 1.75860144224327e-09
"PF3D7_0705500" 3003.10768789909 -6.17111435282791 0.780753447077247 -6.62323601924012 3.5141923191364e-11 3.2014146210224e-10
"PF3D7_0209600" 64.2575565933264 -6.17110480506524 0.861329461794646 -6.00363163508983 1.92952193419998e-09 9.42439467527488e-09
"PF3D7_0505900" 85.2770929503287 -6.17021762630506 0.794051581853762 -6.51118610485589 7.45596987170931e-11 5.90959633694505e-10
"PF3D7_1302000" 1590.3305612741 -6.17006518174085 0.817905166151303 -6.32110591264372 2.59697945480037e-10 1.69188973086475e-09
"PF3D7_1115200" 687.403614096331 -6.16977397449078 0.786394441622955 -6.5740215098945 4.89741519354468e-11 4.2359024748677e-10
"PF3D7_1332900" 961.875745859977 -6.1694837338255 0.79353075880281 -6.51453478832331 7.29152823794051e-11 5.8249638986228e-10
"PF3D7_1320000" 996.875249459611 -6.16821450045559 0.798038488565526 -6.47614692086524 9.4094431135222e-11 7.18554168895235e-10
"PF3D7_0816100" 77.4419481029397 -6.16742221050731 0.835081382345832 -6.18792649405196 6.09607405572032e-10 3.52311899346312e-09
"PF3D7_1333300" 157.717501771873 -6.16674720038879 0.776997216558839 -6.64963411744414 2.9382250451082e-11 2.75781069725609e-10
"PF3D7_1401100" 1342.34839763091 -6.16636477985986 0.894103067542977 -5.77826535598093 7.54747080159056e-09 3.13151681010781e-08
"PF3D7_0519400" 1736.06399160206 -6.16532043188351 0.790835643477504 -6.53147145615528 6.51266355996304e-11 5.31544715460924e-10
"PF3D7_1010600" 661.279109951168 -6.16319657462147 0.76186299090346 -6.77706705309134 1.22639978639031e-11 1.41341770657214e-10
"PF3D7_1109700" 22.2725284823692 -6.15890275989299 0.983884550741189 -5.24340254759223 1.576420877904e-07 4.89884223275052e-07
"PF3D7_0923200" 347.448089350096 -6.15867271104305 0.824965781797715 -6.25319598080975 4.02136979187239e-10 2.43556341463609e-09
"PF3D7_1404500" 221.522212321422 -6.15849697991229 0.819763568597922 -6.29266434556868 3.12062648320665e-10 1.96032487664669e-09
"PF3D7_1434200" 236.252001282125 -6.15427220414686 0.794770882556587 -6.48523029375058 8.8596352993781e-11 6.80116409083378e-10
"PF3D7_1358800" 1016.02621659563 -6.15359190909609 0.799868665864205 -6.443047626485 1.17097928957446e-10 8.59827769317967e-10
"PF3D7_0807600" 1545.80105553719 -6.15236172419924 0.774840258362084 -6.64957927597966 2.939319987055e-11 2.75781069725609e-10
"PF3D7_1329600" 432.402898294436 -6.15132434287618 0.839235412618265 -6.13811603445684 8.35058611550636e-10 4.6355782089998e-09
"PF3D7_1248100" 206.318986985197 -6.1509376775715 0.819856980781198 -6.28272710767608 3.32684749244943e-10 2.07797828440191e-09
"PF3D7_0802400" 357.540592599828 -6.1475911105916 0.779004864384613 -6.60790624800272 3.89793393091734e-11 3.51454371471418e-10
"PF3D7_1350200" 119.072874925394 -6.14581354262104 0.798160543157086 -6.4470908600255 1.14017440805195e-10 8.44267424242177e-10
"PF3D7_1454700" 391.968786542085 -6.14231846256022 0.799863220484156 -6.42899727211808 1.28448432266112e-10 9.27659648158711e-10
"PF3D7_0703500" 4858.27498608625 -6.14208094177992 0.76272876405068 -6.74169007927732 1.56554748461773e-11 1.70578635358721e-10
"PF3D7_0322100" 269.649610588562 -6.1402459429391 0.771580746345627 -6.66196761296133 2.70185577465705e-11 2.5960281633521e-10
"PF3D7_0823300" 1372.57340264729 -6.13808038262129 0.78923776801654 -6.5101805702152 7.50605214074531e-11 5.93857206306534e-10
"PF3D7_1008400" 503.602342586325 -6.1358869749747 0.814704711919578 -6.30398584890188 2.90086991230263e-10 1.8460463456407e-09
"PF3D7_1341300" 1522.41634269158 -6.13061253644583 0.770683398613218 -6.65722467316404 2.79046465321824e-11 2.66676895366196e-10
"PF3D7_0308900" 1148.79137687216 -6.12786665717556 0.768656520791762 -6.67120686349418 2.53708302430036e-11 2.46467512382807e-10
"PF3D7_1337500" 776.508479481436 -6.12514454285607 0.856687569186484 -5.98251302715054 2.19720931589296e-09 1.05673013210142e-08
"PF3D7_0413900" 269.611399246994 -6.12400172313648 0.800854940197603 -6.39816459379296 1.5725572442637e-10 1.09778996177455e-09
"PF3D7_1132600" 239.690274570241 -6.1234076380242 0.784050809582051 -6.53453523089315 6.38073740171728e-11 5.2174707506407e-10
"PF3D7_0205500" 118.914510362023 -6.12306503239347 0.805885043664389 -6.35706677108525 2.05642620962674e-10 1.376245046525e-09
"PF3D7_1028000" 226.062144119015 -6.12065495411994 0.799142074741887 -6.40769034188802 1.47740585689376e-10 1.04465203182295e-09
"PF3D7_1216700" 95.9823191951371 -6.11849735918054 0.87241081383006 -5.86707234486159 4.43557175757954e-09 1.97331262285023e-08
"PF3D7_1333600" 536.863057661805 -6.11806166804968 0.817732828759579 -6.2588433386162 3.87843235129846e-10 2.36859477810174e-09
"PF3D7_1344800" 268.528247483031 -6.11789306827484 0.838470480043681 -6.10384407094239 1.03547309620603e-09 5.55160239980547e-09
"PF3D7_1414800" 308.771774760731 -6.11736759781235 0.764907893100045 -6.69017491383506 2.2290400538274e-11 2.229547807826e-10
"PF3D7_1107300" 3506.93437337596 -6.11697225198156 0.78205005223621 -6.54302398849023 6.02871553444212e-11 4.99115537037369e-10
"PF3D7_0807900" 586.1861788864 -6.11679332737073 0.782018683030984 -6.54305765117891 6.02735811168344e-11 4.99115537037369e-10
"PF3D7_0615700" 86.7669063333688 -6.11678802689227 0.827398546329171 -6.18418783740118 6.24230044253461e-10 3.58299885531627e-09
"PF3D7_0418300" 2375.46564973971 -6.11577982150801 0.797118039461236 -6.41784474601241 1.38217103191358e-10 9.88454886177937e-10
"PF3D7_0628200" 2165.31731545718 -6.11575347549884 0.750044901922921 -6.82059629014659 9.06633940884917e-12 1.14069617032254e-10
"PF3D7_1120500" 351.836226549562 -6.11559696844061 0.817950427117332 -6.25416504331356 3.99648206141806e-10 2.42383325023297e-09
"PF3D7_1124100" 432.393039356555 -6.11494297458828 0.769289044502289 -6.64892215889741 2.95247081643138e-11 2.7642429328252e-10
"PF3D7_0112900" 41.0739796379614 -6.11486990901415 0.88927204272741 -5.75174936718664 8.83246771030087e-09 3.59105238110473e-08
"PF3D7_0526300" 145.498147713814 -6.11457271035626 0.821320383510543 -6.22725651650725 4.74673604910307e-10 2.83577115532131e-09
"PF3D7_1022600" 784.648358565716 -6.11396413498608 0.822640896546509 -6.21652066710369 5.08299461558688e-10 2.99589655799222e-09
"PF3D7_0915100" 165.160315651066 -6.11280155309065 0.76758197278201 -6.66091926906504 2.72120096785402e-11 2.60890686677882e-10
"PF3D7_0629100" 246.465053624927 -6.11170650290485 0.912678580481082 -5.60077404271986 2.13396754180239e-08 7.88741706738576e-08
"PF3D7_1466300" 1213.36409322466 -6.11106458040059 0.774492080921652 -6.59924705016787 4.13251179849906e-11 3.69569435992045e-10
"PF3D7_0408100" 153.741607736306 -6.10958379530593 0.867231624300141 -5.89183287617005 3.81935349941342e-09 1.72538901398399e-08
"PF3D7_1016700" 951.918766154124 -6.10893147164417 0.844723433956855 -6.04805225742691 1.46607407721920e-09 7.41651068325978e-09
"PF3D7_1126900" 165.909114811726 -6.10522237118858 0.775469592036515 -6.58339465997809 4.59826414345754e-11 4.03819557078441e-10
"PF3D7_0929200" 769.125972606922 -6.10495884393324 0.778614343313852 -6.55646648147539 5.50976965425475e-11 4.6525766445832e-10
"PF3D7_0409800" 512.99291197332 -6.10418089024168 0.786349368141752 -6.49098364802345 8.52777358715621e-11 6.59250947556389e-10
"PF3D7_1362200" 284.220748102061 -6.10220226325001 0.796489656769361 -6.4058612938491 1.4952285511506e-10 1.05555443217079e-09
"PF3D7_1421200" 910.583762886536 -6.10131514997829 0.763913441931021 -6.6778706460292 2.42438873778778e-11 2.39641502917898e-10
"PF3D7_0517000" 1228.93492994951 -6.10042820597492 0.811278594139238 -6.28690100148204 3.23865753994487e-10 2.02939682469995e-09
"PF3D7_1123100" 1096.68370929381 -6.09976066134015 0.773062255977247 -6.59683049057079 4.20040541973995e-11 3.73359923038018e-10
"PF3D7_0627300" 706.211892193297 -6.09974816733087 0.800684175293426 -6.36923811496832 1.8996948684833e-10 1.2912631838251e-09
"PF3D7_1311000" 57.5910229293412 -6.09895293883663 0.841128136662743 -6.06204062922829 1.34405249689836e-09 6.91069615208512e-09
"PF3D7_0612900" 1282.16065486124 -6.09810508226882 0.778147314935926 -6.5515937463443 5.69262332469063e-11 4.78856494611428e-10
"PF3D7_1315900" 595.836971448533 -6.09441949462043 0.800173808392685 -6.36664114869447 1.93212497030584e-10 1.30925320132916e-09
"PF3D7_0724500" 40.7657693118751 -6.09414717879879 0.95438529837703 -5.33762117612414 9.41739625157106e-08 3.0208474640053e-07
"PF3D7_0918800" 322.449940880784 -6.0926058167263 0.811641525715817 -6.27445202761767 3.50867787947349e-10 2.18223860747423e-09
"PF3D7_0602100" 827.862142767745 -6.09256180526077 0.791534822064766 -6.43378113419764 1.2446805097073e-10 9.06366852093655e-10
"PF3D7_0934900" 62.5428713262426 -6.09129204857929 0.868330118994017 -5.86331389089403 4.53719341562381e-09 2.00359100517612e-08
"PF3D7_1426200" 482.64623030407 -6.08940624132226 0.813297717860488 -6.25774071358613 3.90594499573232e-10 2.38033818954448e-09
"PF3D7_0527200" 265.207073924488 -6.08828375859276 0.807574741606828 -6.30069700851296 2.96310122687963e-10 1.88019905884804e-09
"PF3D7_1136300" 1061.50660765647 -6.08698313461596 0.775472699648685 -6.55984812478961 5.38626079856334e-11 4.599117707876e-10
"PF3D7_0708300" 72.4590393871611 -6.08475953517949 0.805219018200623 -6.31475340279731 2.70592600726321e-10 1.75505481505063e-09
"PF3D7_0524900" 388.299723214106 -6.08350700427734 0.775285490949069 -6.55694845785692 5.49199846636056e-11 4.6525766445832e-10
"PF3D7_1240100" 213.054297831415 -6.08234034282183 0.863300465539585 -5.88710483278292 3.93019437538074e-09 1.7718155546506e-08
"PF3D7_1436900" 31.5933374278849 -6.08222043628488 0.918803030923714 -5.5313492285452 3.17776936634225e-08 1.12801821241785e-07
"PF3D7_0221800" 22.8948248144958 -6.08193854827873 1.07482456779199 -4.72815629690948 2.26567754067742e-06 5.74730796136023e-06
"PF3D7_0217800" 718.899906354437 -6.08031581618955 0.783285712359236 -6.48590384840262 8.82014049258493e-11 6.7827034856288e-10
"PF3D7_0617900" 1126.17453864753 -6.0777737431925 0.789118485208467 -6.43474185229747 1.23683354813722e-10 9.0214885546022e-10
"PF3D7_1330800" 1531.4074873128 -6.07680190396339 0.830057295589594 -6.1162065931332 9.58290765852246e-10 5.19488241093483e-09
"PF3D7_1104000" 388.544013592433 -6.07595694510675 0.773186167206704 -6.56498675273084 5.20374883268171e-11 4.4628244383409e-10
"PF3D7_1224400" 240.98267164072 -6.07496334144944 0.839757126150399 -6.04337037866414 1.50927637820734e-09 7.60876300425767e-09
"PF3D7_1115400" 882.058136725062 -6.07206275090536 0.796195031940768 -6.37037729127993 1.88563756477872e-10 1.28768810994453e-09
"PF3D7_1216300" 163.531326119531 -6.07000297013274 0.791531772501564 -6.40530569494318 1.50068392692451e-10 1.05770515619992e-09
"PF3D7_0208700.1" 116.159520273281 -6.0682562312645 0.78626367541049 -6.4460007371172 1.14840103159801e-10 8.47500660461656e-10
"PF3D7_0716000" 569.211912470351 -6.06803386276379 0.750183173655188 -6.75572852170268 1.4211931018017e-11 1.58790303053722e-10
"PF3D7_0729400" 368.561419014943 -6.06616110056474 0.793516257977106 -6.3844452456208 1.72019916581704e-10 1.19326927916313e-09
"PF3D7_1243600" 701.291962726828 -6.06523610355555 0.78991651293628 -6.41236892836566 1.43275595064392e-10 1.02130379533725e-09
"PF3D7_1123300" 238.322966237351 -6.06508440173273 0.84804224937262 -5.97267931577685 2.33388390606533e-09 1.10910002505767e-08
"PF3D7_0210000" 265.111269384445 -6.0610572464116 0.828371383092477 -6.1096476166495 9.98513619994718e-10 5.37972184711264e-09
"PF3D7_0827900" 1361.86236064555 -6.0584629454103 0.78255575660303 -6.46402879632297 1.01951457986597e-10 7.71842848308873e-10
"PF3D7_0213900" 353.477245248312 -6.05839160768599 0.815384253100384 -6.203690577114 5.5154177078777e-10 3.21196275269111e-09
"PF3D7_0524100" 346.469172279952 -6.05556702920535 0.87939805200954 -5.74889496019773 8.98285997655516e-09 3.63872123220052e-08
"PF3D7_0509000" 111.362625854307 -6.05339680035582 0.791936873325059 -6.38106012053514 1.75866242594336e-10 1.21610814367202e-09
"PF3D7_0403700" 726.200049470015 -6.05320945290279 0.792111288981624 -6.379418552915 1.77761592743913e-10 1.22535502941683e-09
"PF3D7_0907400" 848.351069970386 -6.05295954383934 0.861534183895899 -5.86507144845909 4.48939339617909e-09 1.99120468713357e-08
"PF3D7_0819900" 62.6089702289201 -6.05187402755113 0.85635850874305 -5.89925127849339 3.6515476906676e-09 1.6581122967654e-08
"PF3D7_1126000" 1236.50708936549 -6.04842056787191 0.777728770230337 -6.49123545523042 8.51353007326771e-11 6.59250947556389e-10
"PF3D7_1020400" 142.281286148607 -6.04776277498709 0.799769462342813 -6.31152227318155 2.76304025461865e-10 1.77701762615369e-09
"PF3D7_1431400" 111.529565197125 -6.04757217282488 0.841877663738151 -5.99561241524377 2.02720001395495e-09 9.83584006770848e-09
"PF3D7_1235300" 1664.66263756405 -6.04533013436115 0.737278901567198 -6.84317715268474 7.74557676687401e-12 1.01828825099832e-10
"PF3D7_0804800" 158.121246535497 -6.0439768007146 0.824204291255534 -6.1198138061511 9.36847614912713e-10 5.09751905462419e-09
"PF3D7_0510200" 144.950547422752 -6.04167308569758 0.769738286363296 -6.54985359961431 5.75935161968395e-11 4.83543268872509e-10
"PF3D7_0825500" 456.477318924605 -6.04160265012261 0.80301976122504 -6.27830458671582 3.42284873557492e-10 2.13187642523539e-09
"PF3D7_0318200" 2924.24886125524 -6.04063370980039 0.768535544330976 -6.55875157236658 5.42601082956969e-11 4.61584563641463e-10
"PF3D7_1207100" 1029.64038230451 -6.03900904038372 0.822229125593591 -6.12847305396281 8.87264516474014e-10 4.86997311479675e-09
"PF3D7_0205900" 543.13985219335 -6.03837316040827 0.753281479946695 -6.68856635206909 2.25367460855324e-11 2.2439648993554e-10
"PF3D7_0218700" 397.614431268964 -6.03720990102893 0.77938253338916 -6.46307773812241 1.02594551960057e-10 7.72908832430716e-10
"PF3D7_0619500" 221.143960104939 -6.03674613911688 0.82766540970349 -6.08548584979682 1.16138582008579e-09 6.11165621966337e-09
"PF3D7_0723900" 554.186791971298 -6.03420830426915 0.835626239975178 -6.02447369821547 1.69660790677542e-09 8.44649129098737e-09
"PF3D7_0907600" 127.184888583698 -6.03225805533871 0.796505064262937 -6.31792348990953 2.65101195661857e-10 1.72453237059439e-09
"PF3D7_1106000" 477.820138949393 -6.03173572840204 0.786005753696892 -6.40165253846531 1.53704144494084e-10 1.07470525234637e-09
"PF3D7_1353100" 5214.30165510177 -6.03061138156915 0.833630454442926 -6.03458205582335 1.59374631042451e-09 8.00020592265119e-09
"PF3D7_1129200" 262.492610392634 -6.0295483942347 0.794657070883915 -6.32920611735099 2.46425751733552e-10 1.62203219790307e-09
"PF3D7_1350500" 707.59852686026 -6.02887977937934 0.798365115325501 -6.29897234090572 2.99625446021093e-10 1.89849254470219e-09
"PF3D7_1102700" 2860.890544236 -6.02809825898238 0.799019736619835 -6.29283361666783 3.11722415133417e-10 1.96032487664669e-09
"PF3D7_0313000" 136.384686831198 -6.02794898429568 0.818860607476538 -6.14017689749441 8.24296345231967e-10 4.58162690115641e-09
"PF3D7_0923900" 621.30343636751 -6.02552569199574 0.819946141689419 -6.12909243238968 8.83817713004119e-10 4.85712587960086e-09
"PF3D7_1475600" 354.589422293012 -6.02514882236006 0.789482012541815 -6.36512136125952 1.95135382086566e-10 1.31618965090954e-09
"PF3D7_1229100" 3614.74222774653 -6.02461916812738 0.78463853388703 -6.40373745504934 1.51618748079388e-10 1.06351105881245e-09
"PF3D7_0717500" 153.619714738436 -6.02407455426409 0.777399710519047 -6.4626658413722 1.02874300631692e-10 7.73494955605752e-10
"PF3D7_1306900" 274.110548399427 -6.02261297016836 0.813105763255791 -6.17707215609579 6.53012337179435e-10 3.72054939475916e-09
"PF3D7_1107500" 92.052502201815 -6.02195314336668 0.801105195006803 -6.2687811471801 3.63885135881961e-10 2.25362430417163e-09
"PF3D7_0612100" 754.53401168292 -6.0192101592392 0.822744309125489 -6.10057110522492 1.05690152428863e-09 5.64580850748342e-09
"PF3D7_0620500" 233.639586921317 -6.01629695056303 0.787297079764724 -6.3715426863543 1.87136189923857e-10 1.27992992204931e-09
"PF3D7_0935300" 26.5896558547816 -6.01438108820714 1.02461730927558 -4.89390628365665 9.88539262666209e-07 2.65809914413186e-06
"PF3D7_1329500" 3817.03325676584 -6.01353629012081 0.785833328039493 -6.37989776105404 1.77206247047933e-10 1.22344753268471e-09
"PF3D7_0803000" 296.51045573934 -6.01236827241798 0.769325918594374 -6.51527285285802 7.25576445604608e-11 5.81387987709823e-10
"PF3D7_0516700" 496.146590858759 -6.0123007161302 0.81977937519396 -6.11420690468614 9.70383383436021e-10 5.2539499835605e-09
"PF3D7_1115300" 442.123960862133 -6.01075628910281 0.817426891170809 -6.12991368797014 8.7926760615721e-10 4.83817551207558e-09
"PF3D7_1249100" 488.688051214934 -6.01043871154517 0.770795076676109 -6.50035121286922 8.01327090298138e-11 6.27206284046189e-10
"PF3D7_1003800" 744.572888200341 -6.00616316883805 0.765085141465353 -6.54327590162036 6.01856457521137e-11 4.99115537037369e-10
"PF3D7_0212100" 514.064736618143 -6.00598316714953 0.76905106601885 -6.50929878176235 7.55024165757354e-11 5.95208458140133e-10
"PF3D7_0829800" 194.616159928191 -6.00081464804271 0.930328472114055 -5.37532151056172 7.6446148193544e-08 2.50316955046869e-07
"PF3D7_1223800" 112.493771043667 -5.999400516954 0.810795122062684 -6.16604661389106 7.00184517081692e-10 3.94673968485971e-09
"PF3D7_1411200" 861.353946258732 -5.9975534386592 0.791849910366501 -6.31123824506859 2.76811673033278e-10 1.77701762615369e-09
"PF3D7_1015900" 5510.93860508269 -5.99519227094167 0.809276810339865 -6.17241493530982 6.72547146787917e-10 3.81544511827616e-09
"PF3D7_1474800" 217.726050048898 -5.98868085195835 0.774947459491376 -6.43744397230826 1.21502149874922e-10 8.87713710650222e-10
"PF3D7_0721800" 124.288580827166 -5.98739943519837 0.822287508301543 -6.06527447498257 1.31728493760549e-09 6.7889649777297e-09
"PF3D7_1433000" 87.2275834023441 -5.98662061012286 0.806098731259575 -6.18611643555248 6.16644683485259e-10 3.55339475745902e-09
"PF3D7_0807700" 67.6741380079772 -5.98371974393824 0.78016525220319 -6.38803090738045 1.68035382209942e-10 1.16747367608205e-09
"PF3D7_1132000" 294.209851841536 -5.97990145882809 0.830254399879183 -5.99804284030624 1.99709841007141e-09 9.72201676122346e-09
"PF3D7_1138500" 1048.66024135706 -5.97974540131532 0.819841965160932 -6.07403086561667 1.24738735907334e-09 6.46667992171313e-09
"PF3D7_1442900" 1961.84333909423 -5.97918256415351 0.800273780170492 -6.22184893161529 4.91330008514158e-10 2.91939116019712e-09
"PF3D7_0702900" 95.6754323849997 -5.97648296125312 0.876304485789914 -5.67894269851562 1.3552986879168e-08 5.20657614929369e-08
"PF3D7_1470100" 188.288339736557 -5.9758778104876 0.819567179294209 -6.07134831188909 1.26840737336318e-09 6.56016110298908e-09
"PF3D7_1200800" 659.652045840605 -5.97353249603027 0.864330585164105 -5.75420166936008 8.70521866969542e-09 3.54259640209755e-08
